project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Hughes House,TABS2024024218,"Hughes House Phase II  (Legal Description: Cavile, J A Place, Block C Block A & Remainder Blk B Lot","903 Pollard- Smith Ave, Fort Worth, TX 76105",Tarrant,11/1/2024,7/1/2026,"$106,109,105",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","14.35 Acres - 334,226 gross SF, 128 Units Multi Family project with Pool, Splash Pad, Dog Park, and Multi-purpose room facility","334,226 ft 2","FW Hughes House II GP, LLC","100 N. Broadway Suite 100, St. Louis, Missouri 63102",(314) 335-2884,,Bennett Partners,"640 Taylor Street Suite 2323, Fort Worth, Texas 76102",(817) 335-4991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024218
Vera Bradley - Grand Prairie,TABS2024024213,Grand Prairie Premium Outlets,"2950 I-20, Grand Prairie, TX 75052",Tarrant,9/3/2024,10/25/2024,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Retail Tenant Improvement,"3,459 ft 2",Amy Gomez,"2950 W Interstate 20, Grand Prairie, Texas 75052",(317) 993-9807,Carla Miller,Epoch Design Group,"7750 Maryland Ave Unit 50375, St. Louis, Missouri 63105",3147211340114,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024213
Texas Health Canopy Addition (392442901),TABS2024024167,Texas Health Medical Office Building 6,"2501 Scripture St., Denton, TX 76201",Tarrant,8/15/2024,1/15/2025,"$685,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",800 SF of tenant improvement,800 ft 2,Regina McClendon,"612 E Lamar Blvd, Arlington, Texas 76011",817.848.4586,,DLR Group,"2500 Pacific Avenue, Suite 1600, Dallas, Texas 75226",(214) 747-2511,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024167
United Vein Fort Worth,TABS2024024136,Southwest Medical Plaza II,"5801 Oakbend Trail Suite 175 & 180, Fort Worth, TX 76132",Tarrant,8/23/2024,9/30/2024,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","THIS PROJECT IS AN INTERIOR UPFIT OF AN EXISTING OFFICE/MEDICAL SPACE IN AN EXISTNG BUILDING AT 5801 OAKBEND TRAIL SUITES 175 & 180 FORT WORTH, TX 76132. THE UPFIT IS A LEVEL 2 PER THE IEBC EXISTING.","4,327 ft 2","Texas HCP Holding, LP","3000 Meridian Blvd Suite 200, Franklin, Tennessee 37067",(615) 324-6946,United Vein & Vascular Center,Little Diversified Architectural Consulting,"615 S College St Suite 1600, Charlotte, North Carolina 28216",704.561.3213,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024136
INTERIOR FINISH DOCTOR OFFICE,TABS2024024134,KELLY BUSINESS VENTURES LLC,"1701 FOUNTAIN VIEW DR #120, Mansfield, TX 76063",Tarrant,8/15/2024,10/31/2024,"$637,000",New Construction,"This project is privately funded, on private land for private use.","BUILD DEMISING WALL , BUILD GENERAL EXAM ROOMS, RECEPTION, TOILETS, BREAKROOM, SEVERAL OFFICES INSIDE A SHELL BUILDING.","5,352 ft 2",KELLY BUSINESS VENTURES LLC,"701 SIERRA AVE, MANSFIELD, Texas 76063",(713) 817-3205,DR PAT COLINI,GROSSMAN DESIGN BUILD,"1045 MATLOCK, MANSFIELD, Texas 76063",817-473-9168,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024134
Huckleberry's Restaurant Construction,TABS2024024126,Huckleberry's,"209 North Pecan ST., Arlington, TX 76011",Tarrant,9/1/2025,11/1/2025,"$192,520",New Construction,"This project is privately funded, on private land for private use.","New Restaurant Tenant Finish-Out interior construction including: walls, finishes, fixtures, equipment, HVAC, lighting, power, plumbing installation","4,984 ft 2",Steve Turnbow,"4402 Meadow KNOLL LN., Mansfield, Texas 76063",(682) 227-0682,Joshua Calvert,"AME Engineering, Inc","3825 W. Green Oaks Blvd, Arlington, Texas 76016",(817) 653-4122,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024126
SPINXPRESS LAUNDRY,TABS2024024121,SPINXPRESS LAUNDRY,"4123 E LANCASTER AVE, Fort Worth, TX 76103",Tarrant,9/30/2024,11/30/2024,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","THIS IS THE EXISTING VACANT LEASE SPACE (#8662, #8666, & #8670) TO BE REMODELED INTO THE ""SPINXPRESS"" LAUNDRY. (TOTAL AREA: 4,670","4,670 ft 2",OAKLAND ASSOCIATES LTD,"3825 CAMP BOWIE BLVD, FORT WORTH, Texas 76107",(817) 336-2425,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024121
Solostove High Piled Storage Rack,TABS2024024112,Solostove,"1001 Mustang Drive, Grapevine, TX 76051",Tarrant,8/19/2024,8/30/2024,"$68,885",Renovation/Alteration,"This project is privately funded, on private land for private use.",High pile storage ,"4,200 ft 2",Prologis,"2021 McKinney Ave, Dallas, Texas 75201",9-728-849-2433,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024112
Pause - Southlake TX Carroll Pointe,TABS2024024093,Pause,"1241 E. State Highway 114, Suite 180, Southlake, TX 76092",Tarrant,9/1/2024,11/30/2024,"$700,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","INTERIOR RENOVATION IN EXISTING SUITE FOR NEW TENANT OCCUPANCY AT AN EXISTING, MULTI-USE, MULTI-TENANT CENTER. WORK IS 3,028 SF. NEW WORK IS NOT A CHANGE OF OCCUPANCY TYPE.","3,028 ft 2","CARROLL ROAD PARTNERS, LP","SEC HWY 114 & CARROLL AVE., Southlake, Texas 76092",214-960-4528,,IA Interior Architects,"615 S COLLEGE ST, SUITE 725, Charlotte, North Carolina 28202",704-299-2201,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024093
Rustic on the River,TABS2024024088,Merritt Street Retail,"4854 White Settlement Rd., Fort Worth, TX 76114",Tarrant,9/1/2024,2/1/2025,"$200,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Interior finish out of a new bar and restaurant.,"1,534 ft 2",Fort Companies,"P.O. Box 470972, Fort Worth, Texas 76147",(817) 928-5679,,West 16th Design,"617 Green Meadows Lane, Ovilla, Texas 75154",(214) 801-4343,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024088
