project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Affluent Refresh,TABS2026025960,JPMC - COLLEYVILLE,"5000 Colleyville Blvd, Colleyville, TX 76034",Tarrant,8/28/2026,10/15/2026,"$353,538",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior refresh of 4,402 sf retail bank branch per Affluent program. Removal of existing non-load bearing partitions, associated finishes, and furniture. Replace light fixtures, new non-load bearing office walls, new furniture, millwork,and finishes","4,402 ft 2","JPMorgan Chase Bank, NA","PO BOX 2558, Houston, Texas 77252",614-623-3813,,Gensler,"5005 Greenville Ave, Dallas, Texas 75206",214-273-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025960
Shops on Blue Mound,TABS2026025946,Shops on Blue Mound,"9600 Blue Mound Rd, Fort Worth, TX 76131",Tarrant,10/1/2026,9/30/2027,"$2,500,000",New Construction,"This project is privately funded, on private land for private use.","New single-story shell building, Type IIB construction with steel-framed structural system. Shell only — no occupancy classification, tenant improvements, or interior build-out included in this scope. Includes drive-thru end cap. ","15,816 ft 2",Bluemound LLC,"550 Westcott St. Suite 449, Houston, Texas 77007",(281) 318-1515,,Thakkar | Design + Construction,"550 Westcott St. Suite 449, Houston, Texas 77007",(832) 271-9218,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025946
BSWH Grapevine CMU Relocation,TABS2026025910,Baylor Scott and White Medical Center - Grapevine,"1650 West College Street, Grapevine, TX 76051",Tarrant,8/11/2026,2/12/2027,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Relocation of 4,000 sqft of telemetry monitoring equipment within an existing hospital","4,000 ft 2",Baylor Medical Center Grapevine,"301 North Washington Ave., Dallas, Texas 75234",(214) 820-8521,,Perkins Will,"2218 Bryan Street Suite 200, Dallas, Texas 75201",(214) 283-8856,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025910
The Greenway at Champions Circle,TABS2026025893,DOUBLE EAGLE SFR - clubhouse,"SH 114 (2500-2700 blks), Fort Worth, TX 76177",Tarrant,10/22/2026,3/1/2027,"$807,900",New Construction,"This project is privately funded, on private land for private use.",DOUBLE EAGLE SFR - clubhouse,"5,386 ft 2","GVP TLC Champions Property Owner, LLC","1 E. Putnam Ave., 3rd floor, Greenwich, Connecticut 06830",214-231-3765,,"Cross Architects, PLLC","879 Junction Drive, Allen, Texas 75013",(469) 393-1120,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025893
Sherwin Williams Finish out,TABS2026025877,Retail Shell Building,"NEC SH 114 & Roaring River Road, Fort Worth, TX 76247",Tarrant,10/1/2026,11/20/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",finish out of an existing shell space for a new tenant,"4,275 ft 2",Rivers Edge NEC LP,"2525 mckinnon street, suite 700, dallas, Texas 75201",(214) 572-8444,,"ICON ARCHITECTS, INC","703 SAN YSIDRO TRAIL, mansfield, Texas 76063",(817) 946-7503,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025877
Justin Tower Vertical Expansion,TABS2026025802,Texas Health Harris Methodist Hospital Fort Worth,"1301 Pennsylvania Ave., Fort Worth, TX 76104",Tarrant,8/7/2026,9/8/2028,"$250,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","This is a vertical expansion of the Base Tower 11 Floors. It will be a 5-story expansion with 34,000sf on each floor.","170,000 ft 2",Harris Methodist Fort Worth,"612 E Lamar Blvd. Fl 6, Arlington, Texas 76011",(817) 250-7999,,HKS Inc.,"1227 Magnolia Ave Suite 200, Fort Worth, Texas 76104",(817) 348-0330,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025802
"Home Depot #542 - Rental Center Fort Worth, TX",TABS2026025779,The Home Depot,"4850 Southwest Boulevard, Fort Worth, TX 76109",Tarrant,10/17/2026,3/6/2027,"$2,200,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Building addition for Home Depot Rental Center,"3,552 ft 2",Home Depot USA Inc.,"P.O. Box 105842 Suite 210, Atlanta, Georgia 30348",(770) 384-2864,,WD Partners,"7007 Discovery Boulevard, Dublin, Ohio 43017",(614) 634-7000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025779
200 Texas Street Renovations,TABS2026025743,200 Texas Street,"200 Texas Street, Fort Worth, TX 76102",Tarrant,10/1/2026,7/30/2027,"$21,760,477",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Renovation to the old city hall located at 200 Texas Street to accommodate various police units. ,"87,000 ft 2",City of Fort Worth,"100 Fort Worth Trail, Fort Worth, Texas 76102",(817) 392-8498,,Elements of Architecture,"1201 6th Ave #100, Fort Worth, Texas 76104",(817) 333-2880,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025743
5002 Pollard Smith Ave,TABS2026025712,Braylie Flats,"5002 Pollard Smith Ave, Fort Worth, TX 76105",Tarrant,9/30/2026,3/1/2027,"$600,000",New Construction,"This project is privately funded, on private land for private use.","New construction of 9 townhome units-8 units consisting of roughly 700 sf living space, 1 corner unit 3 bedroom, 2.5 bath unit of roughly 1400 sf","1,400 ft 2",Texas4 Land LLC,"PO Box 101654, Fort Wforth, Texas 76185",(682) 888-9865,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025712
Mercedes-Benz Evolution Renovations,TABS2026025680,Mercedes-Benz of Grapevine,"1300 Texan Trail, Grapevine, TX 76051",Tarrant,9/1/2026,8/2/2027,"$3,700,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation per Mercedes-Benz Evolution guidelines. Consisting of updating ceiling tiles, floor finishes and furniture. ","27,858 ft 2",Avondale Group,"2021 Mckinney Ave Suite 420, Dallas, Texas 75201",(214) 224-1970,,SSARCO of TX PLLC,"325 N Saint Paul Suite 2600, Dallas, Texas 75201",(214) 435-5131,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025680
Whitecap FTW,TABS2026025673,Whitecap FTW,"2224 Lancaster Ave, Fort Worth, TX 76103",Tarrant,8/3/2026,9/1/2026,"$84,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Rework one restroom to be ADA compliant,"2,500 ft 2",Whitecap Construction services,"2451 Industry Ave, Doraville, Georgia 30360",(214) 243-7894,,Parker Shade Design LLC,"3839 McKinney Ave #155-220, Dallas, Texas 75024",(214) 443-7880,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025673
Southlake Center for Oral and Reconstructive Surgery,TABS2026025669,Southlake Center for Oral and Reconstructive Surgery,"1480 Corporate Circle - Suite 180, Southlake, TX 76092",Tarrant,8/24/2026,12/11/2026,"$380,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",2000 s.f. medical finish out,"2,000 ft 2",David M. Schwitzer,"604 Kessler Reserve Court Suite 800 Dallas, Dallas, Texas 75208",214-828-8228,,"Bryant Architectural Consultants, LLC","8080 Central Expressway Suite 1700 Dallas, Dallas, Texas 75206",(214) 649-9150,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025669
Deloitte University FY27 Capital Improvements,TABS2026025658,Deloitte University,"One Deloitte Way, Westlake, TX 76262",Tarrant,11/20/2026,1/3/2027,"$5,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of 4 existing banks of restrooms comprising approximately 4,640sf.  Scope includes selective demolition, new finishes and toilet partitions, replacement of existing lighting with LED, and new sinks, counter tops, and faucets.","4,640 ft 2",DCLI LLC,"4022 Sells Drive, Hermitage, Tennessee 37076",682.388.1000,,Gensler,"5005 Greenville Ave., Dallas, Texas 75206",(214) 273-1601,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025658
PWSW25002 2026 Miscellaneous Sidewalk and ADA Ramps at Various Locations,TABS2026025644,Arlington City Hall,"101 W. Abram St., Arlington, TX 76010",Tarrant,10/12/2026,10/11/2027,"$992,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","Construct ADA facilities such as sidewalks, handicap ramps, etc., address safe route to school request, and general sidewalk request throughout the City of Arlington.","61,650 ft 2",City of Arlington,"101 W. Abram Street, Arlington, Texas 76010",(817) 459-6351,,City of Arlington,"101 W. Abram St., Arlington, Texas 76010",817-459-6582,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025644
BMW of Arlington,TABS2026025638,BMW of Arlington,"1700 E. Interstate 20, Arlington, TX 76018",Tarrant,12/1/2026,6/1/2028,"$10,000,000",New Construction,"This project is privately funded, on private land for private use.","The project scope consist of a car dealership and service shop. The building will be 71,417 square feet in size. The building is will be new construction. ","71,417 ft 2","Group 1 Realty, Inc.","730 Town & Country Blvd Ste 500, Houston, Texas 77024",406-641-0283,,Sparc Plus LLC,"2328 Ball St, Galveston, Texas 77550",409-877-4136,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025638
Arlington Business Park Building A - Interior Alterations,TABS2026025630,Arlington Business Park Building A,"100 E Stephens St, Arlington, TX 76018",Tarrant,7/27/2026,8/28/2026,"$154,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",A. ADD 1 HOUR RATED WALL WITH 3/4 HOUR RATED SWINGING DOOR TO SERVE AS A DEMISING WALL FOR A POSSIBLE FUTURE SECOND TENANT. B. ADD WAREHOUSE LIGHTING WITH ELECTRICAL INFRASTRUCTURE REVISIONS.,"37,405 ft 2","Pureflow, Inc.","1241 Jay Lane, Graham, North Carolina 27253",(800) 242-9430,,Daniels & Lovelady Architecture,"669 Airport Freeway, Suite 101, Hurst, Texas 76053",(817) 510-6730,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025630
Boots & Bubbles Bar,TABS2026025627,Texas Cowboy Hall of Fame,"2517 Rodeo Plaza, Fort Worth, TX 76164",Tarrant,7/31/2026,12/31/2026,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Build out of entire space to include new plumbing, HVAC and Electrical","6,425 ft 2",TEXAS COWBOY HALL OF FAME,"2517 Rodeo Plaza 131 E EXCHANGE AVE STE 207, Ft Worth, Texas 76164",(214) 801-9833,,Bardi Faizy,"Address 6740 Winning Circle Dr, Suite 1000, Frisco, Texas  7503",(214) 412-0229,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025627
Avyanna Wellness Institute,TABS2026025601,Southlake Professional Professional Properties,"3071 W Southlake BLVD Suite 100, Southlake, TX 76092",Tarrant,8/3/2026,11/2/2026,"$170,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of existing space. Finish and millwork updates.,"3,380 ft 2",SOUTHLAKE PROFESSIONAL PROPERTIES LP,"2 SUMMIT PARK DR SUITE 540, CLEVELAND, Ohio 44131",440-484-2200,,"Maybe Sometimes Studio, LLC","5602 Clay Ave Suite 4 Suite 4 Suite 4, Austin, Texas 78656",713-502-7082,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025601
