project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Jamba Juice,TABS2025005587,Jamba Juice,"3000 E Broad St suite 104, Mansfield, TX 76063",Tarrant,2/2/2025,7/2/2025,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",tenant finish out of an existing leased space ,"2,020 ft 2","Mansfield Broad St. Retail III by Slate, LLC","17130 Dallas Parkway Suite 230, Dallas, Texas 75034",214.718.2626,Ina Kuruvilla-Jamba Juice,"ID Studio 4, LLC","6201 Campus Circle Dr E, Irving, Texas 75063",(972) 870-1288,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005587
Warehouse Storage Building Avila Construction,TABS2025005581,Avila Construction,"3131 Horton Road, Forest Hill, TX 76119",Tarrant,12/1/2024,2/1/2025,"$75,000",New Construction,"This project is privately funded, on private land for private use.","Assemble prefabricated metal warehouse building for construction equipment materials storage. 1 restroom, no office.","3,750 ft 2",Joaquin Avila,"3131 Horton Road, Forest Hill, Texas 76119",(817) 715-6258,,Real Estate Buy Design,"908 Audelia Rd. #365, Richardson, Texas 75081",(469) 426-6906,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005581
Haltom Flex Space,TABS2025005579,Haltom Flex Space,"6024 Lart St, Haltom City, TX 76117",Tarrant,12/16/2024,5/12/2025,"$450,000",New Construction,"This project is privately funded, on private land for private use.","We plan to build a commercial warehouse at 6024 Lark St, Haltom City, TX:  Site Prep: Grading for drainage, 5ft flood protection wall due to flood zone status. Utilities: Connecting to city water and sewer, ensuring minimal disruption. Construction..","5,200 ft 2",Fernando Torres,"516 Catherine St, Fort Worth, Texas 76103",(682) 251-4786,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005579
Total Point Urgent Care Mansfield,TABS2025005569,Total Point Urgent Care Mansfield,"981 N Walnut Creek Drive, Mansfield, TX 76063",Tarrant,12/1/2024,3/30/2025,"$390,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Minor Remodel of Existing Space: Interior remodel of storefront space to a medical urgent care space,"7,258 ft 2",Jeff Love,"1601 Elm Street Suite 4210, Dallas, Texas 75201",(682) 229-8301,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005569
Interior Finish-out,TABS2025005560,Benbrook - Jakes,"9300 Benbrook Boulevard Suite 100, Benbrook, TX 76126",Tarrant,6/15/2025,11/15/2025,"$480,000",New Construction,"This project is privately funded, on private land for private use.",Interior finish-out of a restaurant in an existing shell building.,"5,008 ft 2","Mad Benbrook RE, LLC","5040 Addison Circle Suite 250, Addison, Texas 75001",(972) 693-5827,,"Donald F. Sopranzi, AIA, LEED-AP Architect","10300 North Central Expressway Suite 450, Dallas, Texas 75231",(817) 903-6663,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005560
2BS SPORTS BAR,TABS2025005559,POST OAK SHOPPING CENTER,"13930 TRINITY BLVD, Fort Worth, TX 76040",Tarrant,11/21/2024,3/31/2025,"$900,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",FULL INTERIOR REMODEL OF PREVIOUS SPORTS BAR INCLUDING MEP WORK ...,"8,660 ft 2","TRINITY DANFE HOLDINGS, LLC.","12929 SWEET BAY DRIVE, EULESS, Texas 76040",(979) 574-3519,AALAP DULAL,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005559
Leon Capital Group - Riverbend - Building 1 - Spec Office,TABS2025005536,Riverbend Building 1,"SEC of Gravel Drive and Flagstone Drive, Fort Worth, TX 76118",Tarrant,1/1/2025,4/1/2025,"$500,000",New Construction,"This project is privately funded, on private land for private use.","A 3,418 SF office finish out within an existing 87,973 SF distribution facility. ","3,418 ft 2","LCG2i Riverbend, LLC","3500 Maple Avenue, Suite 1600, Dallas, Texas 75219",(214) 935-2546,,GSR Andrade Architects,"2001 North Lamar Street, Suite #400, Dallas, Texas 75202",(214) 824-7040,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005536
Sylvania Building 2 Spec Office,TABS2025005471,Sylvania Building 2,"3400 N Sylvania Ave., Fort Worth, TX 76111",Tarrant,2/3/2025,6/2/2025,"$400,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Interior Spec Office.,"1,699 ft 2",ARES Management LLC,"2601 Olive Street, Dallas, Texas 75201",(469) 578-9953,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005471
C&C Market Research Remodel,TABS2025005453,The Parks Mall at Arlington,"3811 S Cooper Street Suite #1124, Arlington, TX 76015",Tarrant,11/25/2024,1/8/2025,"$104,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior tenant finish out.  Remodeling back two rooms into a breakroom and restroom.  Adding office spaces.,"1,108 ft 2",Brookfield Properties,"3811 S. Cooper Street Suite 2206, Arlington, Texas 76015",(817) 767-4281,Craig Cunningham,Architecture Matters Design studio,"1840 SW Ter #6, Miami, Florida 33145",646-546-2240,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005453
Limitless Chiropractic,TABS2025005448,Tarrant Pkwy,"3409 N Tarrant Pkwy Suite 109, Fort Worth, TX 76177",Tarrant,12/30/2024,5/2/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior finish-out of existing retail space,"1,720 ft 2",Dr Seth Little,"3409 Tarrant Pkwy Suite 109, Fort Worth, Texas 76177",(713) 208-6661,,WILLIAM PECK  ASSOC INC,"105 W MAIN ST, LEWISVILLE, Texas 75057",(972) 221-1424,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005448
"Abercrombie & Fitch - Fort Worth, TX",TABS2025005426,Abercrombie & Fitch,"1540 S. University Drive, Fort Worth, TX 76107",Tarrant,3/3/2025,6/6/2025,"$240,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Scope of Work includes interior improvement of existing building for a 5281 sq. ft. space.,"5,281 ft 2",UPV Glimcher LP,"PO BOX 6120, Indianapolis, Indiana 46206",(317)263-7037,Lina Murad,Abbot Studios,"471 East Broad Street Ste.1700, Columbus, Ohio 43217",(614) 484-5188,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005426
DIALYSIS ASSOCIATES VASCULAR ACCESS CENTER,TABS2025005402,DIALYSIS ASSOCIATES VASCULAR ACCESS CENTER,"919 TRAVIS AVE, Fort Worth, TX 76104",Tarrant,1/2/2025,6/30/2025,"$603,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",RENOVATION OF EXISTING CLINIC TO BECOME STATE CERTIFIED AMBULATORY SURGERY CENTER ,"1,500 ft 2",DIALYSIS ASSOCIATES,"919 TRAVIS AVE, FORT WORT, Texas 76104",(817) 336-5060,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005402
Rock Creek Amenity Center,TABS2025005393,Rock Creek Amenity Center,"10725 Sapphire Hill Drive, Fort Worth, TX 76036",Tarrant,1/1/2025,1/1/2026,"$3,200,000",New Construction,"This project is privately funded, on private land for private use.","new construction of a 4,372 square foot amenity building for a single family development located in Fort Worth TX ","4,372 ft 2",Katie Sabin,"6751 North Freeway, Fort Worth, Texas 76131",(817) 230-0852,,STRAND,"10003 Technology Blvd West, Dallas, Texas 75220",(972) 620-8204,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005393
FWISD Meadowbrook Middle School,TABS2025005358,Meadowbrook Middle School,"2001 Ederville Rd, Fort Worth, TX 76103",Tarrant,1/6/2025,5/1/2026,"$34,000,000",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.","Addition to existing Middle School; Construction of sidewalks & ramps, grading, Pavement and Landscape","147,500 ft 2",Fort Worth ISD,"7060 Camp Bowie Blvd, Fort Worth, Texas 76116",(817) 814-2650,,Pfluger Architects,"603 Munger Ave Suite 130, Dallas, Texas 75202",(469) 333-2121,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005358
EYECARE BY DESIGN (SCHUNK),TABS2025005286,EYECARE BY DESIGN,"3400 TX114 SUITE 140, Fort Worth, TX 76177",Tarrant,12/2/2024,3/25/2025,"$276,150",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT FOR OPTICAL,"1,872 ft 2",LOI HUYNH,"8499 GULF FREEWAY, HOUSTON, Texas 77017",214-462-3336,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005286
Georgian Oaks - Existing,TABS2025005256,Georgian Oaks - Existing,"210 East 7th Street, Fort Worth, TX 76102",Tarrant,3/15/2025,6/15/2026,"$600,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Amenity spaces within apartment building,"6,000 ft 2",Georgian Oaks LLC,"5501-A Balcones Dr #302, Austin, Texas 78731",(352) 256-3581,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005256
